id,page_id,position,block_type,text_body,image_asset_id,image_alt,video_asset_id,video_duration_sec,embed_url
3417,682,4,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3418,683,1,video,,,,4317,383,
3419,683,2,video,,,,4319,98,
3420,683,3,image,,2948,Descriptive typography placeholder text for asset 2948,,,
3421,683,4,embed,,,,,,https://slideshare.net/embed/123
3422,683,5,video,,,,4418,294,
3423,684,1,embed,,,,,,https://player.vimeo.com/video/76979870
3424,684,2,video,,,,4574,398,
3425,684,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3426,684,4,video,,,,1430,277,
3427,684,5,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3428,685,1,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
3429,685,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3430,685,3,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3431,685,4,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3432,685,5,image,,4111,Descriptive typography placeholder text for asset 4111,,,
3433,685,6,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3434,685,7,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3435,686,1,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3436,686,2,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
3437,686,3,embed,,,,,,https://player.vimeo.com/video/76979870
3438,686,4,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3439,686,5,image,,2267,Descriptive typography placeholder text for asset 2267,,,
3440,686,6,image,,675,Descriptive typography placeholder text for asset 675,,,
3441,686,7,video,,,,2120,268,
3442,687,1,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3443,687,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3444,687,3,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3445,687,4,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3446,687,5,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3447,687,6,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3448,688,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3449,688,2,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3450,688,3,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3451,689,1,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
3452,689,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3453,689,3,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3454,689,4,video,,,,2600,512,
3455,689,5,image,,1269,Descriptive typography placeholder text for asset 1269,,,
3456,690,1,image,,3958,Descriptive typography placeholder text for asset 3958,,,
3457,690,2,image,,4938,Descriptive typography placeholder text for asset 4938,,,
3458,690,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3459,690,4,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3460,690,5,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3461,690,6,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3462,691,1,image,,603,Descriptive typography placeholder text for asset 603,,,
3463,691,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3464,691,3,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3465,691,4,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3466,691,5,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3467,691,6,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3468,691,7,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3469,692,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3470,692,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3471,692,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3472,693,1,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3473,693,2,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
3474,693,3,video,,,,1329,218,
3475,693,4,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3476,693,5,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3477,693,6,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3478,693,7,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3479,694,1,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
3480,694,2,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3481,694,3,image,,3431,Descriptive typography placeholder text for asset 3431,,,
3482,695,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3483,695,2,image,,4122,Descriptive typography placeholder text for asset 4122,,,
3484,695,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3485,695,4,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3486,695,5,image,,1867,Descriptive typography placeholder text for asset 1867,,,
3487,695,6,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3488,696,1,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3489,696,2,embed,,,,,,https://slideshare.net/embed/123
3490,696,3,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3491,696,4,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3492,697,1,image,,201,Descriptive typography placeholder text for asset 201,,,
3493,697,2,embed,,,,,,https://player.vimeo.com/video/76979870
3494,697,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3495,697,4,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3496,698,1,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3497,698,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3498,698,3,video,,,,3819,568,
3499,698,4,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3500,698,5,image,,2371,Descriptive typography placeholder text for asset 2371,,,
3501,699,1,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3502,699,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3503,699,3,image,,2629,Descriptive typography placeholder text for asset 2629,,,
3504,699,4,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3505,699,5,embed,,,,,,https://slideshare.net/embed/123
3506,700,1,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3507,700,2,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3508,700,3,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
3509,701,1,video,,,,1025,64,
3510,701,2,video,,,,4112,373,
3511,701,3,image,,183,Descriptive typography placeholder text for asset 183,,,
3512,702,1,video,,,,4376,393,
3513,702,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3514,702,3,embed,,,,,,https://slideshare.net/embed/123
3515,702,4,image,,4657,Descriptive typography placeholder text for asset 4657,,,
3516,702,5,image,,2476,Descriptive typography placeholder text for asset 2476,,,
3517,702,6,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
3518,702,7,image,,3094,Descriptive typography placeholder text for asset 3094,,,
3519,703,1,image,,1303,Descriptive typography placeholder text for asset 1303,,,
3520,703,2,embed,,,,,,https://player.vimeo.com/video/76979870
3521,703,3,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3522,704,1,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3523,704,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3524,704,3,embed,,,,,,https://player.vimeo.com/video/76979870
3525,704,4,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3526,704,5,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
3527,704,6,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3528,705,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3529,705,2,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3530,705,3,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3531,705,4,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3532,705,5,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3533,705,6,image,,1555,Descriptive typography placeholder text for asset 1555,,,
3534,705,7,image,,2359,Descriptive typography placeholder text for asset 2359,,,
3535,706,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3536,706,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3537,706,3,image,,4589,Descriptive typography placeholder text for asset 4589,,,
3538,707,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3539,707,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3540,707,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3541,707,4,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3542,707,5,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3543,707,6,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3544,707,7,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3545,708,1,image,,1185,Descriptive typography placeholder text for asset 1185,,,
3546,708,2,video,,,,1132,37,
3547,708,3,image,,87,Descriptive typography placeholder text for asset 87,,,
3548,708,4,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3549,708,5,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3550,708,6,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3551,709,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3552,709,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3553,709,3,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
3554,710,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3555,710,2,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3556,710,3,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
3557,710,4,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3558,711,1,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3559,711,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3560,711,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3561,711,4,video,,,,544,247,
3562,711,5,video,,,,2556,470,
3563,711,6,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3564,712,1,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
