id,device_id,title,body,sent_at,opened_at
1566,877,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-12 13:00:02,2026-05-12 13:28:55
1567,877,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-14 05:13:33,2026-05-14 07:08:55
1568,877,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-14 10:35:25,2026-05-14 10:54:09
1569,878,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-25 16:09:59,
1570,878,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-27 11:23:07,
1571,879,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-29 10:50:31,2026-05-29 12:35:46
1572,880,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-09 20:17:30,
1573,880,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-07 21:32:05,
1574,880,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-07 19:03:56,2026-05-07 20:34:23
1575,881,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-19 13:26:51,
1576,881,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-21 07:12:38,2026-05-21 07:45:11
1577,882,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-04 23:48:30,
1578,882,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-04 00:51:42,
1579,883,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-21 16:09:38,
1580,883,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-20 16:38:55,
1581,883,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-18 18:23:11,
1582,884,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-29 06:43:26,
1583,884,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-29 08:03:27,
1584,884,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-29 15:39:36,
1585,885,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-01 11:13:00,2026-05-01 12:59:46
1586,885,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-30 07:06:02,
1587,885,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-01 08:48:37,2026-05-01 10:02:50
1588,886,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-26 16:00:05,2026-04-26 17:41:16
1589,886,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-27 06:32:06,2026-04-27 08:03:25
1590,887,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-17 07:59:31,
1591,887,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-16 17:23:06,2026-04-16 17:30:11
1592,889,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-28 06:31:20,
1593,889,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-01 14:57:22,
1594,890,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-30 19:55:27,
1595,890,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-01 11:53:42,2026-05-01 12:25:56
1596,890,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-03 00:22:13,
1597,891,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-21 04:02:28,
1598,891,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-19 02:30:48,
1599,893,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-14 02:59:13,2026-05-14 04:24:58
1600,894,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-19 13:16:34,
1601,895,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-25 22:55:25,
1602,895,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-25 08:29:04,
1603,896,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-26 17:54:47,
1604,896,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-27 11:42:07,
1605,896,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-29 06:24:47,
1606,897,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-19 06:35:50,
1607,897,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-15 10:28:49,
1608,897,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-17 01:50:21,
1609,899,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-08 19:37:52,
1610,900,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-31 06:13:25,
1611,901,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-30 14:40:01,
1612,901,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-06-01 20:52:22,
1613,902,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-06-06 04:38:07,
1614,903,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-06-05 18:12:02,
1615,904,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-15 05:42:53,
1616,905,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-25 21:29:24,
1617,907,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-01 10:10:57,2026-05-01 12:08:21
1618,907,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-01 22:08:42,2026-05-01 22:21:02
1619,908,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-12 22:37:20,
1620,909,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-08 05:23:47,
1621,909,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-09 23:00:33,
1622,909,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-11 13:19:22,2026-05-11 14:27:56
1623,910,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-18 18:07:45,
1624,910,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-19 13:16:47,
1625,910,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-18 06:38:42,
1626,911,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-08 23:50:26,
1627,911,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-08 03:41:03,
1628,911,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-09 15:50:06,2026-05-09 16:49:47
1629,912,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-27 23:22:19,2026-04-28 01:19:30
1630,912,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-26 10:57:46,
1631,913,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-03 02:24:19,2026-05-03 04:10:32
1632,913,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-02 17:57:56,
1633,913,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-04 07:00:56,
1634,914,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-02 19:32:52,
1635,914,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-03 16:08:44,
1636,915,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-13 21:29:38,
1637,915,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-12 13:38:32,2026-05-12 14:57:30
1638,915,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-11 17:34:51,2026-05-11 19:22:44
1639,916,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-02 02:32:03,2026-05-02 04:13:06
1640,916,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-03 13:49:56,
1641,917,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-09 21:37:15,2026-05-09 22:44:50
1642,917,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-10 07:49:46,
1643,918,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-30 09:14:46,2026-04-30 10:18:56
1644,919,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-03 16:50:26,
1645,921,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-25 05:58:54,
1646,921,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-26 07:56:47,2026-05-26 08:12:50
1647,921,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-24 13:39:07,
1648,922,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-22 21:02:37,
1649,923,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-26 16:35:31,2026-04-26 17:27:25
1650,923,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-25 08:00:05,
1651,923,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-24 10:51:12,
1652,924,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-23 00:36:49,
1653,924,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-25 03:03:57,
1654,925,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-17 20:03:04,2026-05-17 20:04:44
1655,926,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-17 20:08:45,
1656,926,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-17 06:41:49,2026-05-17 08:17:05
1657,927,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-30 08:38:33,2026-04-30 08:41:53
1658,928,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-26 20:29:12,2026-04-26 20:59:05
1659,929,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-26 22:27:10,2026-05-26 22:59:33
1660,930,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-19 02:25:44,2026-05-19 03:25:13
1661,931,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-20 22:16:38,
1662,931,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-20 15:40:58,2026-04-20 16:21:07
1663,931,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-20 22:31:19,2026-04-21 00:06:01
1664,932,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-25 08:04:48,2026-04-25 09:02:53
1665,932,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-24 02:21:11,
1666,933,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-25 10:00:38,2026-04-25 11:13:57
1667,933,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-24 00:08:53,
1668,934,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-06-07 09:23:11,2026-06-07 10:26:52
1669,934,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-06-05 00:18:29,
1670,934,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-06-06 23:31:04,2026-06-07 01:08:57
1671,935,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-27 00:55:07,
1672,936,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-28 05:54:11,
1673,937,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-27 06:42:49,
1674,938,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-30 10:26:52,
