id,profile_id,item_id,rank,reason,generated_at
3999,800,655,4,New arrival matching your brand affinities,2026-04-29 08:51:53
4000,800,613,5,Highly rated by users with similar profiles,2026-04-24 23:08:36
4001,801,573,1,Frequently purchased together with items in your cart,2026-05-05 13:48:29
4002,801,587,2,New arrival matching your brand affinities,2026-05-01 14:44:30
4003,801,1095,3,Highly rated by users with similar profiles,2026-04-27 09:19:58
4004,801,83,4,Frequently purchased together with items in your cart,2026-05-01 00:57:30
4005,801,212,5,Based on your recent viewing history,2026-05-03 17:19:06
4006,802,868,1,New arrival matching your brand affinities,2026-04-24 02:39:39
4007,802,899,2,Trending item in your preferred category,2026-04-25 09:44:14
4008,802,522,3,Based on your recent viewing history,2026-04-23 21:59:55
4009,802,800,4,Trending item in your preferred category,2026-04-26 07:36:53
4010,802,768,5,Trending item in your preferred category,2026-04-26 21:47:30
4011,803,727,1,Based on your recent viewing history,2026-05-23 09:17:26
4012,803,1449,2,Based on your recent viewing history,2026-05-23 17:53:39
4013,803,486,3,New arrival matching your brand affinities,2026-05-18 13:50:33
4014,803,865,4,Frequently purchased together with items in your cart,2026-05-23 10:53:11
4015,803,1481,5,Frequently purchased together with items in your cart,2026-05-17 12:36:28
4016,804,1364,1,Frequently purchased together with items in your cart,2026-04-13 23:35:35
4017,804,974,2,New arrival matching your brand affinities,2026-04-18 21:59:22
4018,804,336,3,Frequently purchased together with items in your cart,2026-04-23 05:58:24
4019,804,1125,4,Trending item in your preferred category,2026-04-13 12:16:43
4020,804,1277,5,Based on your recent viewing history,2026-04-18 08:14:28
4021,805,1020,1,New arrival matching your brand affinities,2026-04-06 19:57:17
4022,805,693,2,Highly rated by users with similar profiles,2026-04-06 00:34:20
4023,805,1353,3,Based on your recent viewing history,2026-04-04 22:03:06
4024,805,713,4,Trending item in your preferred category,2026-04-02 08:24:12
4025,805,796,5,Based on your recent viewing history,2026-04-09 05:02:02
4026,806,1461,1,Frequently purchased together with items in your cart,2026-05-12 04:09:36
4027,806,993,2,New arrival matching your brand affinities,2026-05-14 12:03:54
4028,806,1389,3,New arrival matching your brand affinities,2026-05-17 03:15:56
4029,806,1437,4,Based on your recent viewing history,2026-05-15 20:46:08
4030,806,830,5,Highly rated by users with similar profiles,2026-05-12 00:12:27
4031,807,1472,1,Trending item in your preferred category,2026-04-13 06:36:38
4032,807,153,2,Highly rated by users with similar profiles,2026-04-09 14:31:09
4033,807,1278,3,New arrival matching your brand affinities,2026-04-12 04:16:20
4034,807,1252,4,New arrival matching your brand affinities,2026-04-17 07:13:44
4035,807,1047,5,Highly rated by users with similar profiles,2026-04-14 21:57:39
4036,808,1428,1,Trending item in your preferred category,2026-04-03 19:57:50
4037,808,104,2,Based on your recent viewing history,2026-04-03 19:46:00
4038,808,1325,3,New arrival matching your brand affinities,2026-04-03 23:12:36
4039,808,671,4,Highly rated by users with similar profiles,2026-04-05 21:23:33
4040,808,1208,5,Trending item in your preferred category,2026-04-02 14:45:13
4041,809,276,1,Based on your recent viewing history,2026-05-29 10:56:13
4042,809,558,2,New arrival matching your brand affinities,2026-06-01 00:38:26
4043,809,934,3,Trending item in your preferred category,2026-06-02 01:50:18
4044,809,1175,4,New arrival matching your brand affinities,2026-06-04 04:32:02
4045,809,1216,5,Based on your recent viewing history,2026-05-28 22:05:22
4046,810,875,1,Frequently purchased together with items in your cart,2026-04-03 14:15:10
4047,810,657,2,Frequently purchased together with items in your cart,2026-04-08 17:39:16
4048,810,40,3,Highly rated by users with similar profiles,2026-04-07 04:32:13
4049,810,265,4,New arrival matching your brand affinities,2026-04-05 18:36:56
4050,810,677,5,Highly rated by users with similar profiles,2026-04-04 17:28:57
4051,811,1054,1,Based on your recent viewing history,2026-04-09 02:15:46
4052,811,732,2,Trending item in your preferred category,2026-04-02 20:18:35
4053,811,833,3,Frequently purchased together with items in your cart,2026-04-03 15:00:40
4054,811,407,4,Highly rated by users with similar profiles,2026-04-08 10:11:40
4055,811,1119,5,Frequently purchased together with items in your cart,2026-04-06 06:44:08
4056,812,1212,1,Trending item in your preferred category,2026-03-28 09:25:38
4057,812,1482,2,New arrival matching your brand affinities,2026-03-29 06:21:32
4058,812,109,3,Highly rated by users with similar profiles,2026-03-29 06:03:20
4059,812,1430,4,New arrival matching your brand affinities,2026-03-23 15:56:55
4060,812,758,5,Based on your recent viewing history,2026-03-23 08:40:38
4061,813,1224,1,New arrival matching your brand affinities,2026-04-12 21:47:26
4062,813,968,2,New arrival matching your brand affinities,2026-04-08 00:07:56
4063,813,258,3,Based on your recent viewing history,2026-04-13 14:14:04
4064,813,1297,4,Frequently purchased together with items in your cart,2026-04-12 11:53:04
4065,813,778,5,Based on your recent viewing history,2026-04-06 05:34:56
4066,814,1235,1,New arrival matching your brand affinities,2026-04-03 06:11:40
4067,814,544,2,Trending item in your preferred category,2026-04-06 07:46:05
4068,814,1409,3,Trending item in your preferred category,2026-04-08 22:07:38
4069,814,640,4,Highly rated by users with similar profiles,2026-04-02 11:22:42
4070,814,1023,5,Based on your recent viewing history,2026-04-05 03:39:41
4071,815,1084,1,New arrival matching your brand affinities,2026-04-18 10:37:45
4072,815,717,2,Trending item in your preferred category,2026-04-17 02:55:35
4073,815,344,3,New arrival matching your brand affinities,2026-04-19 16:47:01
4074,815,137,4,Trending item in your preferred category,2026-04-17 22:50:39
4075,815,118,5,Based on your recent viewing history,2026-04-25 07:26:54
4076,816,85,1,Frequently purchased together with items in your cart,2026-05-29 15:20:49
4077,816,602,2,Trending item in your preferred category,2026-06-06 22:04:41
4078,816,506,3,Based on your recent viewing history,2026-06-05 13:12:55
4079,816,829,4,Frequently purchased together with items in your cart,2026-06-06 16:57:09
4080,816,240,5,Highly rated by users with similar profiles,2026-06-07 17:51:44
4081,817,734,1,New arrival matching your brand affinities,2026-02-20 16:33:50
4082,817,1315,2,Trending item in your preferred category,2026-02-20 17:57:48
4083,817,1252,3,Based on your recent viewing history,2026-02-26 03:16:16
4084,817,748,4,Trending item in your preferred category,2026-02-20 04:26:13
4085,817,11,5,Highly rated by users with similar profiles,2026-02-21 08:45:23
4086,818,842,1,New arrival matching your brand affinities,2026-04-27 05:15:23
4087,818,756,2,Highly rated by users with similar profiles,2026-04-27 23:18:04
4088,818,932,3,Highly rated by users with similar profiles,2026-04-27 01:31:50
4089,818,437,4,New arrival matching your brand affinities,2026-04-30 14:55:43
4090,818,996,5,Frequently purchased together with items in your cart,2026-04-27 22:45:20
4091,819,1000,1,Highly rated by users with similar profiles,2026-04-21 17:28:50
4092,819,1278,2,Frequently purchased together with items in your cart,2026-04-23 21:42:36
4093,819,476,3,Based on your recent viewing history,2026-04-23 16:17:50
4094,819,922,4,Based on your recent viewing history,2026-04-22 00:56:39
4095,819,1252,5,New arrival matching your brand affinities,2026-04-27 03:35:05
4096,820,1308,1,Frequently purchased together with items in your cart,2026-05-16 16:55:57
4097,820,1037,2,Based on your recent viewing history,2026-05-17 07:39:59
4098,820,1188,3,Trending item in your preferred category,2026-05-16 21:11:56
4099,820,403,4,Highly rated by users with similar profiles,2026-05-14 03:08:58
4100,820,173,5,New arrival matching your brand affinities,2026-05-11 01:24:56
4101,821,135,1,Based on your recent viewing history,2026-04-29 16:17:55
4102,821,700,2,Based on your recent viewing history,2026-05-01 09:12:47
4103,821,703,3,Highly rated by users with similar profiles,2026-04-30 06:28:35
4104,821,82,4,Based on your recent viewing history,2026-05-04 03:08:42
4105,821,326,5,Trending item in your preferred category,2026-04-28 01:29:49
4106,822,1034,1,New arrival matching your brand affinities,2026-05-14 10:32:26
4107,822,836,2,Frequently purchased together with items in your cart,2026-05-17 07:29:52
4108,822,423,3,Based on your recent viewing history,2026-05-11 16:32:51
4109,822,573,4,Trending item in your preferred category,2026-05-15 01:30:52
4110,822,1252,5,Highly rated by users with similar profiles,2026-05-10 07:27:24
4111,823,599,1,New arrival matching your brand affinities,2026-04-17 23:03:10
4112,823,59,2,New arrival matching your brand affinities,2026-04-13 08:19:54
4113,823,426,3,Based on your recent viewing history,2026-04-13 19:26:32
4114,823,1458,4,New arrival matching your brand affinities,2026-04-18 15:18:06
4115,823,731,5,New arrival matching your brand affinities,2026-04-13 06:14:39
4116,824,398,1,Trending item in your preferred category,2026-03-20 04:56:56
4117,824,645,2,New arrival matching your brand affinities,2026-03-19 14:58:16
4118,824,695,3,New arrival matching your brand affinities,2026-03-17 04:47:18
4119,824,377,4,Frequently purchased together with items in your cart,2026-03-14 14:17:42
4120,824,41,5,Based on your recent viewing history,2026-03-20 15:09:02
4121,825,1211,1,Based on your recent viewing history,2026-04-14 20:54:38
4122,825,131,2,Highly rated by users with similar profiles,2026-04-11 21:48:09
4123,825,506,3,Frequently purchased together with items in your cart,2026-04-10 14:53:14
4124,825,735,4,Based on your recent viewing history,2026-04-10 15:55:16
4125,825,552,5,Frequently purchased together with items in your cart,2026-04-17 07:51:34
4126,826,355,1,Frequently purchased together with items in your cart,2026-04-13 07:52:48
4127,826,984,2,Trending item in your preferred category,2026-04-12 20:15:43
4128,826,322,3,Trending item in your preferred category,2026-04-18 09:34:47
4129,826,68,4,Frequently purchased together with items in your cart,2026-04-15 11:54:58
4130,826,751,5,Trending item in your preferred category,2026-04-16 03:05:40
4131,827,216,1,Trending item in your preferred category,2026-04-02 05:34:16
4132,827,840,2,Highly rated by users with similar profiles,2026-04-05 00:37:07
4133,827,877,3,New arrival matching your brand affinities,2026-04-02 07:03:02
4134,827,1414,4,Trending item in your preferred category,2026-04-07 05:40:51
4135,827,386,5,Trending item in your preferred category,2026-04-04 05:00:23
4136,828,508,1,Frequently purchased together with items in your cart,2026-04-12 18:14:13
4137,828,408,2,New arrival matching your brand affinities,2026-04-06 12:51:47
4138,828,95,3,Based on your recent viewing history,2026-04-04 01:43:59
4139,828,1207,4,New arrival matching your brand affinities,2026-04-09 00:53:27
4140,828,691,5,Highly rated by users with similar profiles,2026-04-11 12:15:08
4141,829,894,1,New arrival matching your brand affinities,2026-03-30 18:05:27
4142,829,1017,2,Based on your recent viewing history,2026-03-28 03:56:42
4143,829,44,3,Frequently purchased together with items in your cart,2026-04-04 19:45:21
4144,829,1326,4,Highly rated by users with similar profiles,2026-03-31 23:57:59
4145,829,776,5,Trending item in your preferred category,2026-03-26 12:18:13
4146,830,338,1,New arrival matching your brand affinities,2026-03-07 09:32:00
4147,830,1150,2,Based on your recent viewing history,2026-03-08 01:40:37
4148,830,624,3,Trending item in your preferred category,2026-03-04 15:29:05
4149,830,530,4,New arrival matching your brand affinities,2026-02-28 02:35:31
4150,830,1241,5,New arrival matching your brand affinities,2026-03-06 20:32:23
4151,831,743,1,New arrival matching your brand affinities,2026-04-01 17:26:45
4152,831,1099,2,Trending item in your preferred category,2026-03-31 18:19:32
4153,831,402,3,Frequently purchased together with items in your cart,2026-04-04 05:23:27
4154,831,1199,4,Trending item in your preferred category,2026-04-04 22:41:17
4155,831,631,5,Trending item in your preferred category,2026-04-06 14:34:24
4156,832,789,1,Highly rated by users with similar profiles,2026-05-31 03:05:29
4157,832,1374,2,New arrival matching your brand affinities,2026-05-31 19:25:36
4158,832,504,3,Based on your recent viewing history,2026-06-01 10:28:20
4159,832,711,4,Based on your recent viewing history,2026-05-27 19:42:34
4160,832,1393,5,Trending item in your preferred category,2026-05-30 12:26:00
4161,833,319,1,Highly rated by users with similar profiles,2026-03-30 22:38:07
4162,833,598,2,Highly rated by users with similar profiles,2026-04-01 21:38:33
4163,833,448,3,Based on your recent viewing history,2026-03-31 02:56:03
4164,833,168,4,Highly rated by users with similar profiles,2026-04-02 22:42:35
4165,833,330,5,Highly rated by users with similar profiles,2026-03-28 03:46:47
